CODE	VN_NAME	EN_NAME	MARKET	INDUSTRY	IPO	IPO_SHARES	FTRD_DATE	FTRD_CLS	START	CAPI	MINDATE	MINDATE_SHLI
IMP	CTCP Dược phẩm Imexpharm	Imexpharm Pharmaceutical Jsc 	HSX	Health Care	2006/11/15	8400000	2006/12/04		1	84,000,000,000	2006/12/04	8400000
IMT	IMEXCO	Hcmc General Import Export & Investment.	UPC	Consumer Services	2010/05/04	3000000	2010/05/04			30,000,000,000	2010/05/04	3000000
IN4	In số 4	No.4 Printing Jsc	UPC	Consumer Services	2010/05/19	1200000	2010/05/19			12,000,000,000	2010/05/19	1200000
INC	CTCP Tư vấn đầu tư IDICO	Idico Investment Consultancy Jsc	HNX	Industrials	2011/07/14	1800000	2011/07/14			18,000,000,000	2011/07/14	1800000
INN	CTCP Bao bì và In Nông nghiệp	Agriculture Printing And Packaging Jsc	HNX	Industrials	2010/01/22	5400000	2010/01/22			54,000,000,000	2010/01/22	5400000
ITA	CTCP Đầu tư Công nghiệp Tân Tạo	Tan Tao Investment Industry Corporation	HSX	Financials	2006/01/11	45000000	2006/11/15		1	450,000,000,000	2006/11/15	45000000
ITC	CTCP Đầu tư - Kinh doanh Nhà	Investment And Trading Of Real Estate Jsc	HSX	Financials	2009/09/24	23028896	2009/10/19		1	230,288,960,000	2009/10/19	23028896
ITD	CTCP Công nghệ Tiên Phong	Innovative Technology Development Corporation	HSX	Technology	2011/12/13	11610399	2011/12/20		1	116,103,990,000	2009/12/04	11610399
IVS	CTCP Chứng Khoán Đầu Tư Việt Nam	Vietnam Investment Securities Company	HNX	Financials	2011/05/31	16100000	2011/08/01		1	161,000,000,000	2011/08/01	16100000
JSC	XD Cầu đường Hà Nội	Ha Noi Civil Construction & Investment Jsc	UPC	Industrials	2010/04/22	1550000	2010/04/22			15,500,000,000	2010/04/22	1550000
JVC	CTCP Thiết bị Y tế Việt Nhật	Viet Nhat Medical Instrument Jsc	HSX	Health Care	2011/06/01	24200000	2011/06/21		1	242,000,000,000	2011/06/21	24200000
KAC	CTCP Đầu tư Địa ốc Khang An	Khang An Investment Real Estate Jsc	HSX	Financials	2010/10/08	20000000	2010/10/27		1	200,000,000,000	2010/10/27	20000000
KBC	Tổng Công ty Phát triển Đô Thị Kinh Bắc – CTCP	Block B7, Que Vo Industrial Park, Phuong Lieu Commune, Que Vo District, Bac Ninh Province.	HSX	Financials	2007/12/18	88000000	2007/12/18			880,000,000,000	2007/12/18	88000000
KBE	Sách TBTH Kiên Giang	Kien Giang Book And Equipment Jsc	UPC	Consumer Services	2010/03/01	1231060	2010/03/01			12,310,600,000	2010/03/01	1231060
KBT	CTCP Gạch ngói Kiên Giang	Kien Giang Brick Tile Jsc	HNX	Industrials	2010/07/29	2335961	2010/07/29			23,359,610,000	2010/07/29	2335961
KCE	Đầu tư và XD 40	Khanh Hoa Power Centrifugal Concrete Jsc	UPC	Industrials	2011/02/08	1500000	2011/02/08			15,000,000,000	2011/02/08	1500000
KDC	CTCP Kinh Đô	Kinh Do Corporation 	HSX	Consumer Goods	2005/11/18	25000000	2005/12/12		1	250,000,000,000	2005/12/12	25000000
KDH	CTCP Đầu tư và Kinh doanh Nhà Khang Điền	Khang Dien House Trading And Investment Jsc. 	HSX	Financials	2010/01/21	33200000	2010/02/01		1	332,000,000,000	2010/02/01	33200000
KHA	CTCP Xuất Nhập Khẩu Khánh Hội	Khanh Hoi Import Export Jsc	HSX	Financials	2002/08/14	3135000	2002/08/19		1	31,350,000,000	2002/08/19	3135000
KHB	CTCP Khoáng sản Hòa Bình	Hoabinh Mineral Jsc	HNX	Basic Materials	2010/05/19	1270000	2010/05/19			12,700,000,000	2010/05/19	1270000
KHL	CTCP Khoáng sản và vật liệu xây dựng Hưng Long	Hung Long Mineral And Building Material JSC	HNX	Industrials	2012/02/21	5600000	2012/02/21			56,000,000,000	2012/02/21	5600000
KHP	CTCP Điện lực Khánh Hòa	Khanh Hoa Power Jsc	HSX	Utilities	2006/12/08	16322100	2005/07/14		1	163,221,000,000	2005/07/14	16322100
KKC	CTCP Sản xuất và Kinh doanh Kim khí	Produce And Trading Metal Jsc	HNX	Basic Materials	2008/08/21	5200000	2008/08/21			52,000,000,000	2008/08/21	5200000
KLS	CTCP Chứng khoán Kim Long	Kim Long Securities Corporation	HNX	Financials	2008/01/28	30650000	2008/01/28			306,500,000,000	2008/01/28	30650000
KMR	CTCP MIRAE	Mirae Jsc	HSX	Consumer Goods	2008/06/23	7236850	2008/06/30		1	72,368,500,000	2008/06/30	7236850
KMT	CTCP Kim Khí Miền Trung	Central Vietnam Metal Corporation	HNX	Basic Materials	2010/12/15	9846562	2010/12/15			98,465,620,000	2009/08/10	8870885
KSA	CTCP Công Nghiệp Khoáng sản Bình Thuận	Binh Thuan Hamico Mineral Jsc	HSX	Basic Materials	2010/07/07	12868800	2010/07/27		1	128,688,000,000	2010/07/27	12868800
KSB	CTCP Khoáng sản và Xây dựng Bình Dương	Binh Duong Mineral And Construction Jsc. 	HSX	Basic Materials	2009/12/17	10700000	2010/01/20		1	107,000,000,000	2010/01/20	10700000
KSC	Muối Khánh Hòa	Khanh Hoa Salt Jsc	UPC	Consumer Goods	2010/05/28	3739823	2010/05/28			37,398,230,000	2010/05/28	3739823
KSD	Tổng CTCP Xuất nhập khẩu Đông Nam Á HAMICO	South East Asia Hamico Export Jsc	HNX	Consumer Goods	2010/04/28	5688000	2010/04/28			56,880,000,000	2010/04/28	5688000
KSH	CTCP Tập đoàn Khoáng sản Hamico	Hamico Group Mineral Jsc	HSX	Basic Materials	2008/11/03	11690000	2008/11/12		1	116,900,000,000	2008/11/12	11690000
KSS	Tổng CTCP khoáng sản Na Rì Hamico	Nari Hamico Minerals Jsc	HSX	Basic Materials	2009/12/25	11800000	2010/01/04		1	118,000,000,000	2010/01/04	11800000
KST	CTCP KASATI	Kasati Jsc	HNX	Technology	2010/09/30	2996010	2010/12/29		1	29,960,100,000	2010/12/29	2996010
KTB	CTCP Đầu tư Khoáng sản Tây Bắc	Tay Bac Minerals Investment Jsc	HSX	Basic Materials	2010/09/24	26800000	2010/10/01		1	268,000,000,000	2010/10/01	26800000
KTS	CTCP Đường Kon Tum	Kon Tum Sugar Jsc 	HNX	Consumer Goods	2010/12/31	3000000	2010/12/31			30,000,000,000	2010/12/31	3000000
KTT	CTCP Đầu tư Thiết bị và Xây lắp Điện Thiên Trường	Thien Truong Power Equipment Investment And Construction Jsc	HNX	Industrials	2010/10/28	2500000	2010/10/28			25,000,000,000	2010/10/28	2500000
L10	CTCP Lilama 10	Lilama 10 Jsc	HSX	Industrials	2007/12/11	9000000	2007/12/25		1	90,000,000,000	2007/12/25	9000000
L14	CTCP Licogi 14	Licogi 14 Jsc	HNX	Industrials	2011/09/13	2830000	2011/09/13			28,300,000,000	2011/09/13	2830000
L18	CTCP Đầu tư và Xây dựng số 18	Investment And Construction Jsc No.18	HNX	Industrials	2008/04/23	3500000	2008/04/23			35,000,000,000	2008/04/23	3500000
L35	CTCP CƠ KHÍ LẮP MÁY LILAMA	Lilama Erection Mechanical Jsc	HNX	Industrials	2010/03/25	3265155	2010/03/25			32,651,550,000	2010/03/25	3265155
L43	CTCP Lilama 45.3	Lilama 45.3 Jsc	HNX	Industrials	2008/06/11	3500000	2008/06/11			35,000,000,000	2008/06/11	3500000
L44	CTCP Lilama 45.4	Lilama 45.4 Jsc	HNX	Industrials	2009/12/21	4000000	2009/12/21			40,000,000,000	2009/12/21	4000000
L61	CTCP Lilama 69.1	Lilama 69-1 Jsc	HNX	Industrials	2008/11/19	7015000	2008/11/19			70,150,000,000	2008/11/19	7015000
L62	CTCP Lilama 69.2	Lilama 69-2 Jsc	HNX	Industrials	2008/04/21	3000000	2008/04/21			30,000,000,000	2008/04/21	3000000
LAF	CTCP Chế biến Hàng xuất khẩu Long An	Long An Food Processing Export Jsc	HSX	Consumer Goods	2000/12/11	1909840	2000/12/15		1	19,098,400,000	2000/12/15	1909840
LAS	CTCP Supe Phốt phát và Hóa chất Lâm Thao	Lam Thao Fertilizers And Chemicals JSC	HNX	Basic Materials	2012/03/01	54050000	2012/03/01			540,500,000,000	2012/03/01	54050000
LBE	CTCP Sách và Thiết bị Trường học Long An	Long An Book And Educational Equipment Jsc	HNX	Consumer Services	2008/02/22	1100000	2008/02/22			11,000,000,000	2008/02/22	1100000
LBM	CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng	Lam Dong Mineral And Building Material Jsc	HSX	Industrials	2006/11/30	1639160	2006/12/20		1	16,391,600,000	2006/12/20	1639160
LCC	Xi măng Lạng Sơn	Lang Son Cement Jsc	UPC	Industrials	2010/05/06	4900000	2010/05/06			49,000,000,000	2010/05/06	4900000
LCD	CTCP Lilama Thí nghiệm Cơ điện	Lilama - Electromechanics Testing Jsc	HNX	Industrials	2010/11/15	1324000	2010/11/15			13,240,000,000	2010/11/15	1324000
LCG	CTCP LICOGI 16	Licogi 16 Jsc	HSX	Industrials	2008/10/17	13600000	2008/11/18		1	136,000,000,000	2008/11/18	13600000
LCM	CTCP Khai thác và Chế biến Khoáng sản Lào Cai	Lao Cai Mineral Exploitation & Processing Jsc	HSX	Basic Materials	2011/09/08	8568000	2011/09/16		1	85,680,000,000	2011/09/16	8568000
LCS	CTCP LICOGI 16.6	Licogi 16.6 Jsc	HNX	Industrials	2010/07/06	2500000	2010/07/06			25,000,000,000	2010/07/06	2500000
LDP	CTCP Dược Lâm Đồng – Ladophar	Lamdong Pharmaceutical Jsc	HNX	Health Care	2010/07/20	1700000	2010/07/20			17,000,000,000	2010/07/20	1700000
LGC	CTCP Cơ khí - Điện Lữ Gia	Lu Gia Mechanical Electric Jsc	HSX	Industrials	2006/11/29	1000000	2006/12/27		1	10,000,000,000	2006/12/27	1000000
LGL	CTCP Đầu tư và Phát triển Đô thị Long Giang	Long Giang Investment And Urban Development Jsc	HSX	Financials	2009/09/23	8000000	2009/10/08		1	80,000,000,000	2009/10/08	8000000
LHC	CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng	Lam Dong Investment Hydraulic Construction Joint Stock	HNX	Industrials	2010/01/13	2000000	2010/01/13			20,000,000,000	2010/01/13	2000000
LHG	CTCP Long Hậu	Long Hau Corporation. 	HSX	Financials	2010/03/15	20000000	2010/03/23		1	200,000,000,000	2010/03/23	20000000
LIG	CTCP LICOGI 13	Licogi 13 Jsc	HNX	Industrials	2010/04/22	6000000	2010/04/22			60,000,000,000	2010/04/22	6000000
LIX	CTCP Bột giặt LIX	Lix Detergent Jsc	HSX	Consumer Goods	2009/12/01	9000000	2009/12/10		1	90,000,000,000	2009/12/10	9000000
LM3	Công ty cổ phần Lilama 3	Lilama3 Jsc	HNX	Industrials	2009/12/01	5150000	2009/12/01			51,500,000,000	2009/12/01	5150000
LM7	CTCP Lilama 7	Lilama 7 Jsc	HNX	Industrials	2010/10/28	4957000	2010/10/28			49,570,000,000	2010/10/28	4957000
LM8	CTCP Lilama 18	Lilama 18 Jsc 	HSX	Industrials	2010/11/05	8050000	2010/11/15		1	80,500,000,000	2010/11/15	8050000
LO5	CTCP Lilama 5	Lilama 5 Jsc	HNX	Industrials	2009/12/21	5000000	2009/12/21			50,000,000,000	2009/12/21	5000000
LSS	CTCP Mía đường Lam Sơn	Lam Son Sugar JCC	HSX	Consumer Goods	2007/12/21	30000000	2008/01/09		1	300,000,000,000	2008/01/09	30000000
LTC	CTCP Điện nhẹ Viễn Thông	Low Current - Telecom Jsc	HNX	Technology	2006/12/14	700000	2006/12/14			7,000,000,000	2006/12/14	700000
LUT	CTCP Đầu tư Xây dựng Lương Tài	Luong Tai Construction Jsc	HNX	Industrials	2008/01/04	5550000	2008/01/04			55,500,000,000	2008/01/04	5550000
MAC	CTCP Cung ứng và Dịch vụ kỹ thuật Hàng hải	Marine Supply And Engineering Service Jsc	HNX	Industrials	2009/12/24	3200000	2009/12/24			32,000,000,000	2009/12/24	3200000
MAS	Sân bay Đà Nẵng	Middle Airports Services Jsc	UPC	Consumer Services	2009/09/09	1669115	2009/09/09			16,691,150,000	2009/09/09	1669115
MAX	CTCP KHAI KHOÁNG VÀ CƠ KHÍ HỮU NGHỊ VĨNH SINH	Huu Nghi Vinh Sinh Mining & Mecanic	HNX	Basic Materials	2011/09/15	7200000	2011/09/15			72,000,000,000	2010/09/15	7200000
MBB	Ngân hàng Thương mại Cổ phần Quân Đội	Military Commercial Joint Stock Bank	HSX	Banks	2011/10/18	730000000	2011/11/01		1	7,300,000,000,000	2011/11/01	730000000
MCC	CTCP gạch ngói cao cấp	High – Grade Brick - Tile Co-Operation	HNX	Industrials	2010/04/26	4668300	2010/04/26			46,683,000,000	2010/04/26	4668300
MCF	CTCP Xây lắp Cơ khí Lương thực Thực phẩm	Mechanics Contruction & Foodstuff Jsc	HNX	Consumer Goods	2011/02/14	3500000	2011/02/14			35,000,000,000	2011/02/14	3500000
MCG	CTCP Cơ điện và Xây dựng Việt Nam	Vietnam Mechanization Electrification & Construction Jsc	HSX	Industrials	2009/09/16	13200000	2009/09/24		1	132,000,000,000	2009/09/24	13200000
MCL	CTCP Phát triển nhà và Sản xuất vật liệu xây dựng Chí Linh	Chi Linh Building Materials And House Development Jsc	HNX	Industrials	2010/12/13	2220000	2010/12/13			22,200,000,000	2010/12/13	2220000
MCO	CTCP MCO Việt Nam	Mco Vietnam Jsc	HNX	Industrials	2006/12/21	1100000	2006/12/21			11,000,000,000	2006/12/21	1100000
MCP	CTCP In và Bao bì Mỹ Châu	My Chau Printing & Packaging Holding Company	HSX	Industrials	2006/12/18	3000000	2006/12/28		1	30,000,000,000	2006/12/28	3000000
MCV	CTCP Cavico Việt Nam Khai thác Mỏ và Xây dựng 	Cavico Viet Nam Mining And Construction Jsc	HSX	Industrials	2006/11/15	3100000	2006/12/11		1	31,000,000,000	2006/12/11	3100000
MDC	CTCP Than Mông Dương - TKV	Vinacomin - Mong Duong Coal Jsc	HNX	Basic Materials	2009/07/23	12085000	2009/07/23			120,850,000,000	2009/07/23	12085000
MDF	Bê tông Ly tâm ĐL Khánh Hòa	Mdf Vrg Quang Tri  Wood Jsc	UPC	Basic Materials	2011/02/25	34445997	2011/02/25			344,459,970,000	2011/02/25	34445997
MDG	CTCP Miền Đông	Mien Dong Jsc	HSX	Industrials	2011/01/05	9900000	2011/01/12		1	99,000,000,000	2011/01/12	9900000
MEC	CTCP Someco Sông Đà	Song Da Someco Jsc	HNX	Industrials	2006/12/14	1000000	2006/12/14			10,000,000,000	2006/12/14	1000000
MEF	Công ty cổ phần MEINFA	MEINFA Joint Stock Company	UPC	Health Care	2011/09/30	2900000	2011/11/30		1	29,000,000,000	2011/11/30	2900000
MHC	CTCP Hàng hải Hà Nội	Hanoi Maritime Holding Company	HSX	Industrials	2004/12/31	6705640	2005/03/21		1	67,056,400,000	2005/03/21	6705640
MHL	CTCP Minh Hữu Liên	Minh Huu Lien Jsc	HNX	Basic Materials	2009/11/26	2000000	2009/11/26			20,000,000,000	2009/11/26	2000000
MIC	CTCP Kỹ nghệ Khoáng sản Quảng Nam	Quang Nam Mineral Industry Corporation	HNX	Basic Materials	2007/12/21	1295000	2007/12/21			12,950,000,000	2007/12/21	1295000
MIH	CTCP Xuất Nhập khẩu Khoáng sản Hà Nam	Ha Nam Import Export Jsc	HNX	Basic Materials	2010/06/29	4000000	2010/06/29			40,000,000,000	2010/06/29	4000000
MIM	CTCP Khoáng sản và Cơ khí	Mineral And Mechanical Jsc	HNX	Basic Materials	2010/08/16	2032895	2010/08/16			20,328,950,000	2010/08/16	2032895
MJC	Thương mại Mộc Hóa	Moc Hoa Trading Jsc	UPC	Consumer Services	2010/07/28	1596620	2010/07/28			15,966,200,000	2010/07/28	1596620
MKP	CTCP Hóa - Dược phẩm MEKOPHAR	Mekophar Chemical Pharmaceutical Jsc	HSX	Health Care	2010/05/17	9210000	2010/06/02		1	92,100,000,000	2010/06/02	9210000
MKV	CTCP Dược Thú y Cai Lậy	Cai Lay Veterinary Pharmaceutical Jsc	HNX	Health Care	2008/11/21	1000000	2008/11/21			10,000,000,000	2008/11/21	1000000
MMC	CTCP Khoáng sản Mangan	Manganese Mineral Jsc	HNX	Basic Materials	2008/07/28	1200000	2008/07/28			12,000,000,000	2008/07/28	1200000
MNC	CTCP Tập đoàn Mai Linh Bắc Trung Bộ	Mai Linh Corporation In Northern Central	HNX	Industrials	2010/12/16	7017130	2010/12/16			70,171,300,000	2010/12/16	7017130
MPC	CTCP Tập đoàn Thủy sản Minh Phú	Minh Phu Seafood Group Corporation	HSX	Consumer Goods	2006/12/27	60000000	2007/12/20		1	600,000,000,000	2006/12/27	60000000
MSN	CTCP Tập đoàn Ma San	Ma San Group Corporation	HSX	Consumer Goods	2009/10/30	476399820	2009/11/05		1	4,763,998,200,000	2009/11/05	476399820
MTC	CTCP Khách sạn Mỹ Trà	My Tra Hotel Joint Stock Company	HSX	Consumer Services	2012/08/10	5200000	2012/08/17		1	52,000,000,000	2012/08/17	5200000
MTG	CTCP MT GAS	Mtgas Jsc	HSX	Utilities	2008/12/31	8000000	2009/01/15		1	80,000,000,000	2009/01/15	8000000
MTH	Gỗ MDF VRG - Quảng Trị	Ha Dong Environment Public Service Jsc	UPC	Industrials	2011/02/10	1477750	2011/02/10			14,777,500,000	2011/02/10	1477750
MTP	Dược Medipharco - Tenamyd	Medipharco - Tenamyd Central Phamarceutical Jsc	UPC	Health Care	2010/09/23	2000000	2010/09/23			20,000,000,000	2010/09/23	2000000
NAG	CTCP Nagakawa Việt Nam	Nagakawa Viet Nam Jsc	HNX	Industrials	2009/09/22	10000000	2009/09/22			100,000,000,000	2009/09/22	10000000
NAV	CTCP Nam Việt	Nam Viet Jsc	HSX	Industrials	2006/11/30	2500000	2006/12/22		1	25,000,000,000	2006/12/22	2500000
NBB	CTCP Đầu tư Năm Bảy Bảy	Nbb Investment Corporation	HSX	Financials	2008/11/20	15400000	2009/02/18		1	154,000,000,000	2009/02/18	15400000
NBC	CTCP Than Núi Béo	Vinacomin - Nui Beo Coal Jsc	HNX	Basic Materials	2006/12/27	6000000	2006/12/27			60,000,000,000	2006/12/27	6000000
NBP	CTCP Nhiệt điện Ninh Bình	Ninh Binh Thermal Power Jsc	HNX	Utilities	2009/08/06	12865500	2009/08/06			128,655,000,000	2009/08/06	12865500
NBW	Cấp nước Nhà Bè	Nha Be Water Supply Jsc	UPC	Utilities	2010/05/04	10900000	2010/05/04			109,000,000,000	2010/05/04	10900000
ND2	Đầu tư và PT điện Miền Bắc 2	Northern Electricity Development & Investment Jsc No.2	UPC	Utilities	2010/07/22	13200627	2010/07/22			132,006,270,000	2010/07/22	13200627
NDC	Nam Dược	Nam Duoc Jsc	UPC	Health Care	2010/03/11	5680000	2010/03/11			56,800,000,000	2010/03/11	5680000
NDN	CTCP Đầu tư phát triển Nhà Đà Nẵng	Danang Housing Investment Development Jsc	HNX	Financials	2011/04/21	9000000	2011/04/21			90,000,000,000	2011/04/21	9000000
NET	CTCP Bột giặt NET	Net Detergent Jsc	HNX	Consumer Goods	2010/09/15	4500000	2010/09/15			45,000,000,000	2010/09/15	4500000
NGC	CTCP Chế biến Xuất khẩu Ngô Quyền	Ngo Quyen Export Seafood Processing Jsc	HNX	Consumer Goods	2008/03/06	1000000	2008/03/06			10,000,000,000	2008/03/06	1000000
NHA	Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội	Ha Noi South Housing And Urban Development Corporation	HNX	Industrials	2010/07/13	5890000	2010/07/13			58,900,000,000	2010/07/13	5890000
NHC	CTCP Gạch ngói Nhị Hiệp	Nhi Hiep Brick-Tile Co-Operation	HNX	Industrials	2005/12/16	1336061	2005/12/16			13,360,610,000	2005/12/16	1336061
NHN	CTCP Phát triển Đô thị Nam Hà Nội	HanoiSouthern City Development JSC	UPC	Financials	2011/11/10	200000000	2011/11/10			2,000,000,000,000	2011/11/10	200000000
NHS	CTCP Đường Ninh Hòa	Ninh Hoa Sugar Jsc	HSX	Consumer Goods	2010/06/25	8100000	2010/07/02		1	81,000,000,000	2010/07/02	8100000
NHW	CTCP Ngô Han	Ngo Han Jsc. 	HSX	Industrials	2010/01/12	22950627	2010/01/26		1	229,506,270,000	2010/01/26	22950627
NIS	CTCP Dịch vụ hạ tầng mạng	Network Infrastructure Services Jsc	HNX	Technology	2010/09/16	3000000	2010/09/16			30,000,000,000	2010/09/16	3000000
NKG	CTCP Thép Nam Kim	Nam Kim Steel Jsc	HSX	Basic Materials	2011/01/10	23000000	2011/01/14		1	230,000,000,000	2011/01/14	23000000
NLC	CTCP Thuỷ điện Nà Lơi	Naloi Hydropower Jsc	HNX	Utilities	2006/12/14	5000000	2006/12/14			50,000,000,000	2006/12/14	5000000
NNC	CTCP đá Núi Nhỏ	Nui Nho Co-Operation	HSX	Industrials	2010/06/10	8768175	2010/06/23		1	87,681,750,000	2010/06/23	8768175
NOS	Môi trường Đô thị Hà Đông	Northern Shipping Jsc	UPC	Industrials	2011/01/11	11456000	2011/01/11			114,560,000,000	2011/01/11	11456000
NPS	CTCP May Phú Thịnh, Nhà Bè	Phu Thinh - Nha Be Garment Jsc	HNX	Consumer Goods	2006/12/27	1059300	2006/12/27			10,593,000,000	2006/12/27	1059300
NSC	CTCP Giống cây trồng Trung Ương	National Seed Jsc	HSX	Consumer Goods	2006/12/01	3000000	2006/12/21		1	30,000,000,000	2006/12/21	3000000
NSN	CTCP Xây dựng 565	565 Construction – Jsc	HNX	Industrials	2010/05/20	2540644	2010/05/20			25,406,440,000	2010/05/20	2540644
NSP	Vận tải Biển Bắc	Sacom Plastic Corporation	UPC	Basic Materials	2011/01/19	5000000	2011/01/19			50,000,000,000	2011/01/19	5000000
NST	CTCP Ngân Sơn	Ngan Son Jsc	HNX	Consumer Goods	2006/12/29	2790000	2006/12/29			27,900,000,000	2006/12/29	2790000
NT2	Điện lực Nhơn Trạch 2	PetroVietnam Power NhonTrach 2 Jsc	UPC	Utilities	2010/01/22	256000000	2010/01/22			2,560,000,000,000	2010/01/22	256000000
NTB	CTCP Đầu tư Xây dựng và Khai thác Công trình Giao thông 584	Transport Engineering Construction & Business Investment Stock Company 584	HSX	Financials	2010/05/11	36000000	2010/05/17		1	360,000,000,000	2010/05/17	36000000
NTL	CTCP Phát triển Đô thị Từ Liêm	Tu Liem Urban Development Jsc	HSX	Financials	2007/12/06	8200000	2007/12/21		1	82,000,000,000	2007/12/21	8200000
NTP	CTCP Nhựa Thiếu niên Tiền Phong	Tien Phong Plastic Jsc	HNX	Industrials	2006/12/11	14446000	2006/12/11			144,460,000,000	2006/12/11	14446000
NVB	Ngân hàng TMCP Nam Việt	Nam Viet Commercial Joint Stock Bank	HNX	Banks	2010/09/13	100000000	2010/09/13			1,000,000,000,000	2010/09/13	100000000
NVC	CTCP Nam Vang	Nam Vang Jsc	HNX	Basic Materials	2008/01/24	16000000	2008/01/24			160,000,000,000	2008/01/24	16000000
NVN	CTCP Nhà Việt Nam	House Viet Nam Jsc 	HSX	Financials	2010/02/25	10656800	2010/03/30		1	106,568,000,000	2010/03/30	10656800
NVT	CTCP Bất Động sản Du lịch Ninh Vân Bay	Ninh Van Bay Real Estate Jsc	HSX	Financials	2010/04/28	50500000	2010/05/07		1	505,000,000,000	2010/05/07	50500000
OCH	CTCP Khách sạn và Dịch vụ Đại Dương	Ocean Hospitality & Service Jsc	HNX	Consumer Services	2010/10/01	100000000	2010/10/01			1,000,000,000,000	2010/10/01	100000000
OGC	CTCP Tập Đoàn Đại Dương	Ocean Group Jsc. 	HSX	Financials	2010/04/16	250000000	2010/05/04		1	2,500,000,000,000	2010/05/04	250000000
ONE	CTCP Truyền thông số 1	One Corporation	HNX	Technology	2008/06/25	2000000	2008/06/25			20,000,000,000	2008/06/25	2000000
OPC	CTCP Dược phẩm OPC	Opc Pharmaceutical Jsc	HSX	Health Care	2008/10/20	8190000	2008/10/30		1	81,900,000,000	2008/10/30	8190000
ORS	CTCP Chứng khoán Phương Đông	Orient Securities Corporation	HNX	Financials	2010/07/12	24000000	2010/07/12			240,000,000,000	2010/07/12	24000000
PAC	CTCP Pin Ắc quy Miền Nam	Dry Cell And Storage Battery Jsc 	HSX	Industrials	2006/11/09	10263000	2006/12/12		1	102,630,000,000	2006/12/12	10263000
PAN	CTCP Xuyên Thái Bình	Pan Pacific Corporation	HSX	Industrials	2006/12/22	3200000	2006/12/22			32,000,000,000	2006/12/22	3200000
PCG	CTCP Đầu tư Phát triển Gas Đô Thị	PetroVietnam Gas City Investment and Development JSC	HNX	Utilities	2010/12/29	18870000	2010/12/29			188,700,000,000	2010/12/29	18870000
PCT	CTCP Vận tải Dầu khí Cửu Long	Cuu Long Petro Gas Transportation Jsc	HNX	Industrials	2010/08/05	23000000	2011/09/12		1	230,000,000,000	2010/08/05	23000000
PDC	CTCP Du lịch Dầu khí Phương Đông	Phuong Dong Petroleum Tourism Jsc	HNX	Consumer Services	2009/09/29	15000000	2009/09/29			150,000,000,000	2009/09/29	15000000
PDN	CTCP Cảng Đồng Nai	Dong Nai Port Jsc	HSX	Industrials	2011/08/04	8231998	2011/10/26		1	82,319,980,000	2010/06/04	5145000
PDR	CTCP Phát triển Bất Động sản Phát Đạt	Phat Dat Real Estate Development Corp	HSX	Financials	2010/07/22	130200000	2010/07/30		1	1,302,000,000,000	2010/07/30	130200000
PEC	Cơ khí Điện lực	Power Engineering Jsc	UPC	Industrials	2010/10/06	2430000	2010/10/06			24,300,000,000	2010/10/06	2430000
PET	Tổng CTCP Dịch vụ Tổng hợp Dầu khí	Petrovietnam General Services Jsc	HSX	Consumer Services	2007/08/13	25530000	2007/09/12		1	255,300,000,000	2007/09/12	25530000
PFL	CTCP Dầu khí Đông Đô	Petro Vietnam Finance Land Jsc	HNX	Financials	2010/11/17	50000000	2010/11/17			500,000,000,000	2010/11/17	50000000
PFV	Đầu tư & TM PFV	Pfv Investment & Trading Jsc	UPC	Financials	2010/07/23	60000000	2010/07/23			600,000,000,000	2010/06/15	0
PGC	CTCP Gas Petrolimex	Petrolimex Gas Jsc	HSX	Utilities	2006/10/20	20000000	2006/11/24		1	200,000,000,000	2006/11/24	20000000
PGD	CTCP Phân phối Khí thấp Áp Dầu khí Việt Nam	PetroVietNam Low Pressure Gas Distribution Jsc	HSX	Utilities	2009/11/19	33000000	2009/11/26		1	330,000,000,000	2009/11/26	33000000
PGI	CTCP Bảo hiểm PJICO	Petrolimex Jsc	HSX	Financials	2011/06/08	70974218	2011/07/22		1	709,742,180,000	2011/07/29	70974218
PGS	CTCP Kinh doanh Khí hoá Lỏng miền Nam	PetroVietNam Southern Gas Jsc	HNX	Utilities	2007/11/15	15000000	2007/11/15			150,000,000,000	2007/11/15	15000000
PGT	CTCP Taxi Gas Sài Gòn Petrolimex	Saigon Petrolimex Gas Taxi Jsc	HNX	Consumer Services	2009/12/25	8802187	2009/12/25			88,021,870,000	2009/12/25	8802187
PHC	CTCP Xây dựng Phục Hưng Holdings	Constrexim - Phuc Hung Investment Construction And Import - Export Jsc	HNX	Industrials	2009/11/05	2940000	2009/11/05			29,400,000,000	2009/11/05	2940000
PHH	CTCP Hồng Hà Dầu khí	Hong Ha Petroleum Jsc	HNX	Industrials	2010/03/17	5000000	2010/03/17			50,000,000,000	2010/03/17	5000000
PHR	CTCP Cao su Phước Hòa	Phuoc Hoa Rubber Jsc	HSX	Basic Materials	2009/08/04	81300000	2009/08/18		1	813,000,000,000	2009/08/18	81300000
PHS	CTCP Chứng khoán Phú Hưng	Fortunes Securities Corporation	HNX	Financials	2010/06/09	30000000	2010/06/09			300,000,000,000	2010/06/09	30000000
